8;2;2,2,2,2,2,-1;3,2,4,1,0,-1
5;2;2,2,2,2,2,-1;3,2,0,4,1,-1
21;2;2,2,2,2,2,-1;1,3,2,4,0,-1
12;2;2,2,2,2,2,-1;3,4,0,2,1,-1
12;2;2,2,2,2,2,-1;3,2,0,1,4,-1
16;2;2,2,2,2,2,-1;3,2,1,0,4,-1
14;2;2,2,2,2,2,-1;2,3,0,4,1,-1
12;2;2,2,2,2,2,-1;3,2,0,4,1,-1
4;2;2,2,2,2,2,-1;4,3,2,0,1,-1
9;2;2,2,2,2,2,-1;3,2,1,0,4,-1
11;2;2,2,2,2,2,-1;2,1,3,0,4,-1
6;2;2,2,2,2,2,-1;4,3,2,0,1,-1
19;2;2,2,2,2,2,-1;3,2,0,1,4,-1
4;2;2,2,2,2,2,-1;0,3,2,4,1,-1
9;2;2,2,2,2,2,-1;3,2,0,4,1,-1
8;2;2,2,2,2,2,-1;2,3,1,4,0,-1
7;2;2,2,2,2,2,-1;3,2,0,4,1,-1
8;2;2,2,2,2,2,-1;3,2,0,4,1,-1
6;2;2,2,2,2,2,-1;1,3,2,4,0,-1
14;2;2,2,2,2,2,-1;3,2,1,0,4,-1
8;2;2,2,2,2,2,-1;2,3,1,0,4,-1
11;2;2,2,2,2,2,-1;2,3,1,0,4,-1
9;2;2,2,2,2,2,-1;3,2,4,0,1,-1
9;2;2,2,2,2,2,-1;3,2,0,1,4,-1
10;2;2,2,2,2,2,-1;3,2,0,1,4,-1
18;2;2,2,2,2,2,-1;2,3,1,4,0,-1
5;2;2,2,2,2,2,-1;4,3,2,1,0,-1
11;2;2,2,2,2,2,-1;0,3,2,4,1,-1
9;2;2,2,2,2,2,-1;2,0,3,1,4,-1
9;2;2,2,2,2,2,-1;2,3,1,0,4,-1
8;2;2,2,2,2,2,-1;0,3,2,4,1,-1
8;2;2,2,2,2,2,-1;0,3,2,4,1,-1
10;2;2,2,2,2,2,-1;1,4,3,2,0,-1
13;2;2,2,2,2,2,-1;0,2,3,4,1,-1
9;2;2,2,2,2,2,-1;3,2,4,0,1,-1
4;2;2,2,2,2,2,-1;2,3,0,1,4,-1
8;2;2,2,2,2,2,-1;3,2,1,4,0,-1
6;2;2,2,2,2,2,-1;0,3,2,4,1,-1
14;2;2,2,2,2,2,-1;3,2,4,0,1,-1
6;2;2,2,2,2,2,-1;1,3,2,0,4,-1
8;2;2,2,2,2,2,-1;3,2,0,4,1,-1
13;2;2,2,2,2,2,-1;0,1,3,2,4,-1
12;2;2,2,2,2,2,-1;1,3,2,0,4,-1
12;2;2,2,2,2,2,-1;3,2,1,4,0,-1
15;2;2,2,2,2,2,-1;3,4,2,0,1,-1
10;2;2,2,2,2,2,-1;2,1,3,0,4,-1
6;2;2,2,2,2,2,-1;4,1,3,2,0,-1
6;2;2,2,2,2,2,-1;4,3,0,2,1,-1
4;2;2,2,2,2,2,-1;0,3,2,4,1,-1
13;2;2,2,2,2,2,-1;3,2,4,0,1,-1
11;2;2,2,2,2,2,-1;3,2,1,0,4,-1
8;2;2,2,2,2,2,-1;2,3,0,4,1,-1
9;2;2,2,2,2,2,-1;2,3,0,4,1,-1
7;2;2,2,2,2,2,-1;2,3,0,1,4,-1
14;2;2,2,2,2,2,-1;1,2,3,4,0,-1
8;2;2,2,2,2,2,-1;3,2,0,4,1,-1
8;2;2,2,2,2,2,-1;1,3,2,0,4,-1
14;2;2,2,2,2,2,-1;3,2,0,4,1,-1
8;2;2,2,2,2,2,-1;3,4,2,0,1,-1
7;2;2,2,2,2,2,-1;3,2,0,4,1,-1
8;2;2,2,2,2,2,-1;1,3,2,4,0,-1
9;2;2,2,2,2,2,-1;3,2,4,0,1,-1
13;2;2,2,2,2,2,-1;3,2,1,4,0,-1
4;2;2,2,2,2,2,-1;2,3,0,4,1,-1
21;2;2,2,2,2,2,-1;3,2,4,0,1,-1
14;2;2,2,2,2,2,-1;3,2,0,1,4,-1
6;2;2,2,2,2,2,-1;4,0,3,2,1,-1
13;2;2,2,2,2,2,-1;3,2,1,0,4,-1
12;2;2,2,2,2,2,-1;3,2,0,4,1,-1
11;2;2,2,2,2,2,-1;3,2,0,4,1,-1
6;2;2,2,2,2,2,-1;0,3,2,4,1,-1
7;2;2,2,2,2,2,-1;3,2,0,1,4,-1
6;2;2,2,2,2,2,-1;3,2,4,0,1,-1
13;2;2,2,2,2,2,-1;3,2,0,4,1,-1
9;2;2,2,2,2,2,-1;3,2,4,1,0,-1
11;2;2,2,2,2,2,-1;3,2,0,1,4,-1
4;2;2,2,2,2,2,-1;4,3,2,0,1,-1
10;2;2,2,2,2,2,-1;2,3,1,4,0,-1
6;2;2,2,2,2,2,-1;3,2,4,0,1,-1
7;2;2,2,2,2,2,-1;1,3,2,4,0,-1
5;2;2,2,2,2,2,-1;3,2,0,4,1,-1
10;2;2,2,2,2,2,-1;3,2,4,1,0,-1
14;2;2,2,2,2,2,-1;2,3,1,0,4,-1
13;2;2,2,2,2,2,-1;2,1,3,0,4,-1
7;2;2,2,2,2,2,-1;3,2,0,1,4,-1
12;2;2,2,2,2,2,-1;0,3,2,4,1,-1
10;2;2,2,2,2,2,-1;2,1,3,4,0,-1
12;2;2,2,2,2,2,-1;4,0,3,2,1,-1
6;2;2,2,2,2,2,-1;2,3,0,4,1,-1
14;2;2,2,2,2,2,-1;2,0,3,4,1,-1
4;2;2,2,2,2,2,-1;2,0,3,1,4,-1
7;2;2,2,2,2,2,-1;2,0,3,1,4,-1
5;2;2,2,2,2,2,-1;3,2,0,1,4,-1
18;2;2,2,2,2,2,-1;3,2,1,0,4,-1
6;2;2,2,2,2,2,-1;3,2,0,4,1,-1
14;2;2,2,2,2,2,-1;3,2,0,4,1,-1
8;2;2,2,2,2,2,-1;1,3,2,0,4,-1
18;2;2,2,2,2,2,-1;3,2,1,4,0,-1
10;2;2,2,2,2,2,-1;3,0,4,2,1,-1
6;2;2,2,2,2,2,-1;2,3,1,0,4,-1
14;2;2,2,2,2,2,-1;0,3,2,4,1,-1
9;2;2,2,2,2,2,-1;3,0,2,4,1,-1
5;2;2,2,2,2,2,-1;4,1,3,2,0,-1
9;2;2,2,2,2,2,-1;3,2,0,1,4,-1
10;2;2,2,2,2,2,-1;1,2,3,0,4,-1
8;2;2,2,2,2,2,-1;3,2,1,0,4,-1
7;2;2,2,2,2,2,-1;3,2,1,4,0,-1
13;2;2,2,2,2,2,-1;2,0,3,4,1,-1
9;2;2,2,2,2,2,-1;3,2,4,1,0,-1
12;2;2,2,2,2,2,-1;2,4,3,1,0,-1
9;2;2,2,2,2,2,-1;3,2,0,4,1,-1
8;2;2,2,2,2,2,-1;3,2,0,4,1,-1
6;2;2,2,2,2,2,-1;0,3,2,4,1,-1
6;2;2,2,2,2,2,-1;3,2,0,4,1,-1
12;2;2,2,2,2,2,-1;2,3,1,0,4,-1
4;2;2,2,2,2,2,-1;1,3,2,0,4,-1
13;2;2,2,2,2,2,-1;0,1,3,2,4,-1
8;2;2,2,2,2,2,-1;0,2,3,4,1,-1
5;2;2,2,2,2,2,-1;1,3,2,0,4,-1
19;2;2,2,2,2,2,-1;2,0,3,1,4,-1
11;2;2,2,2,2,2,-1;2,3,0,1,4,-1
7;2;2,2,2,2,2,-1;0,2,3,4,1,-1
8;2;2,2,2,2,2,-1;3,2,4,0,1,-1
7;2;2,2,2,2,2,-1;3,2,4,0,1,-1
4;2;2,2,2,2,2,-1;2,0,3,4,1,-1
12;2;2,2,2,2,2,-1;3,2,4,0,1,-1
6;2;2,2,2,2,2,-1;2,0,3,1,4,-1
9;2;2,2,2,2,2,-1;2,3,1,0,4,-1
6;2;2,2,2,2,2,-1;3,2,0,1,4,-1
6;2;2,2,2,2,2,-1;3,2,4,0,1,-1
8;2;2,2,2,2,2,-1;1,3,2,0,4,-1
8;2;2,2,2,2,2,-1;3,2,0,4,1,-1
10;2;2,2,2,2,2,-1;3,2,4,0,1,-1
12;2;2,2,2,2,2,-1;2,1,3,0,4,-1
5;2;2,2,2,2,2,-1;2,0,3,1,4,-1
9;2;2,2,2,2,2,-1;4,0,3,2,1,-1
12;2;2,2,2,2,2,-1;2,3,0,4,1,-1
5;2;2,2,2,2,2,-1;2,3,1,0,4,-1
11;2;2,2,2,2,2,-1;2,1,3,0,4,-1
13;2;2,2,2,2,2,-1;2,4,3,0,1,-1
11;2;2,2,2,2,2,-1;1,3,2,0,4,-1
20;2;2,2,2,2,2,-1;2,0,3,4,1,-1
11;2;2,2,2,2,2,-1;2,3,1,0,4,-1
10;2;2,2,2,2,2,-1;1,3,2,0,4,-1
5;2;2,2,2,2,2,-1;3,2,0,4,1,-1
15;2;2,2,2,2,2,-1;3,2,1,4,0,-1
10;2;2,2,2,2,2,-1;3,2,1,4,0,-1
7;2;2,2,2,2,2,-1;3,2,0,4,1,-1
6;2;2,2,2,2,2,-1;0,3,1,2,4,-1
18;2;2,2,2,2,2,-1;2,3,4,0,1,-1
9;2;2,2,2,2,2,-1;2,1,3,0,4,-1
20;2;2,2,2,2,2,-1;3,2,0,4,1,-1
12;2;2,2,2,2,2,-1;3,2,0,1,4,-1
11;2;2,2,2,2,2,-1;1,3,2,0,4,-1
7;2;2,2,2,2,2,-1;3,2,0,4,1,-1
25;2;2,2,2,2,2,-1;2,3,0,4,1,-1
17;2;2,2,2,2,2,-1;3,2,1,4,0,-1
6;2;2,2,2,2,2,-1;2,0,3,4,1,-1
13;2;2,2,2,2,2,-1;1,2,3,0,4,-1
10;2;2,2,2,2,2,-1;2,3,1,0,4,-1
6;2;2,2,2,2,2,-1;3,2,4,0,1,-1
14;2;2,2,2,2,2,-1;0,3,2,4,1,-1
5;2;2,2,2,2,2,-1;3,0,1,2,4,-1
4;2;2,2,2,2,2,-1;2,3,0,4,1,-1
4;2;2,2,2,2,2,-1;4,1,3,2,0,-1
12;2;2,2,2,2,2,-1;2,3,1,0,4,-1
6;2;2,2,2,2,2,-1;3,2,0,4,1,-1
7;2;2,2,2,2,2,-1;3,2,0,4,1,-1
7;2;2,2,2,2,2,-1;2,3,0,4,1,-1
9;2;2,2,2,2,2,-1;3,2,0,1,4,-1
10;2;2,2,2,2,2,-1;3,2,0,4,1,-1
11;2;2,2,2,2,2,-1;3,2,0,4,1,-1
7;2;2,2,2,2,2,-1;4,0,3,2,1,-1
10;2;2,2,2,2,2,-1;2,3,0,4,1,-1
6;2;2,2,2,2,2,-1;0,3,2,4,1,-1
4;2;2,2,2,2,2,-1;2,3,1,0,4,-1
7;2;2,2,2,2,2,-1;2,3,1,0,4,-1
5;2;2,2,2,2,2,-1;4,3,1,2,0,-1
9;2;2,2,2,2,2,-1;3,2,1,4,0,-1
9;2;2,2,2,2,2,-1;3,2,4,0,1,-1
11;2;2,2,2,2,2,-1;2,3,1,0,4,-1
12;2;2,2,2,2,2,-1;1,3,2,4,0,-1
5;2;2,2,2,2,2,-1;1,3,2,0,4,-1
12;2;2,2,2,2,2,-1;2,3,0,1,4,-1
6;2;2,2,2,2,2,-1;0,3,2,4,1,-1
6;2;2,2,2,2,2,-1;4,0,3,2,1,-1
13;2;2,2,2,2,2,-1;0,2,3,4,1,-1
16;2;2,2,2,2,2,-1;2,3,4,0,1,-1
11;2;2,2,2,2,2,-1;3,2,1,0,4,-1
9;2;2,2,2,2,2,-1;3,2,1,4,0,-1
8;2;2,2,2,2,2,-1;2,3,0,4,1,-1
14;2;2,2,2,2,2,-1;0,2,3,1,4,-1
7;2;2,2,2,2,2,-1;3,2,4,0,1,-1
8;2;2,2,2,2,2,-1;2,0,3,4,1,-1
9;2;2,2,2,2,2,-1;0,3,2,1,4,-1
11;2;2,2,2,2,2,-1;3,2,1,0,4,-1
9;2;2,2,2,2,2,-1;3,0,2,4,1,-1
8;2;2,2,2,2,2,-1;2,3,4,0,1,-1
9;2;2,2,2,2,2,-1;3,2,4,0,1,-1
7;2;2,2,2,2,2,-1;3,2,0,4,1,-1
8;2;2,2,2,2,2,-1;3,2,4,0,1,-1
13;2;2,2,2,2,2,-1;0,3,2,4,1,-1
6;2;2,2,2,2,2,-1;2,0,3,1,4,-1
15;2;2,2,2,2,2,-1;3,2,0,4,1,-1
11;2;2,2,2,2,2,-1;2,0,3,4,1,-1
7;2;2,2,2,2,2,-1;2,3,1,4,0,-1
8;2;2,2,2,2,2,-1;3,2,0,1,4,-1
11;2;2,2,2,2,2,-1;0,3,2,4,1,-1
15;2;2,2,2,2,2,-1;3,2,0,4,1,-1
8;2;2,2,2,2,2,-1;1,2,3,0,4,-1
11;2;2,2,2,2,2,-1;2,3,0,4,1,-1
11;2;2,2,2,2,2,-1;4,3,0,2,1,-1
10;2;2,2,2,2,2,-1;3,2,0,4,1,-1
11;2;2,2,2,2,2,-1;3,2,4,1,0,-1
12;2;2,2,2,2,2,-1;0,3,2,1,4,-1
9;2;2,2,2,2,2,-1;2,1,3,4,0,-1
12;2;2,2,2,2,2,-1;3,2,1,0,4,-1
8;2;2,2,2,2,2,-1;3,2,0,1,4,-1
19;2;2,2,2,2,2,-1;2,1,3,4,0,-1
9;2;2,2,2,2,2,-1;0,3,2,4,1,-1
11;2;2,2,2,2,2,-1;3,2,0,4,1,-1
9;2;2,2,2,2,2,-1;0,2,3,4,1,-1
8;2;2,2,2,2,2,-1;3,2,1,0,4,-1
8;2;2,2,2,2,2,-1;3,2,4,0,1,-1
4;2;2,2,2,2,2,-1;0,3,2,1,4,-1
7;2;2,2,2,2,2,-1;2,1,3,4,0,-1
10;2;2,2,2,2,2,-1;3,2,0,4,1,-1
9;2;2,2,2,2,2,-1;4,3,0,2,1,-1
8;2;2,2,2,2,2,-1;0,3,2,4,1,-1
6;2;2,2,2,2,2,-1;1,3,0,2,4,-1
5;2;2,2,2,2,2,-1;4,3,0,2,1,-1
12;2;2,2,2,2,2,-1;3,2,0,4,1,-1
7;2;2,2,2,2,2,-1;3,2,0,1,4,-1
5;2;2,2,2,2,2,-1;4,3,2,1,0,-1
8;2;2,2,2,2,2,-1;3,2,1,4,0,-1
8;2;2,2,2,2,2,-1;0,3,2,1,4,-1
11;2;2,2,2,2,2,-1;3,2,1,0,4,-1
18;2;2,2,2,2,2,-1;3,2,1,0,4,-1
7;2;2,2,2,2,2,-1;3,2,0,4,1,-1
13;2;2,2,2,2,2,-1;2,3,0,4,1,-1
8;2;2,2,2,2,2,-1;3,2,1,0,4,-1
6;2;2,2,2,2,2,-1;0,3,2,4,1,-1
8;2;2,2,2,2,2,-1;3,2,1,0,4,-1
5;2;2,2,2,2,2,-1;4,0,3,2,1,-1
8;2;2,2,2,2,2,-1;2,0,3,4,1,-1
9;2;2,2,2,2,2,-1;2,3,0,4,1,-1
8;2;2,2,2,2,2,-1;3,2,0,4,1,-1
12;2;2,2,2,2,2,-1;3,2,4,0,1,-1
11;2;2,2,2,2,2,-1;3,2,0,4,1,-1
15;2;2,2,2,2,2,-1;2,1,3,4,0,-1
12;2;2,2,2,2,2,-1;2,0,3,4,1,-1
11;2;2,2,2,2,2,-1;3,4,1,2,0,-1
9;2;2,2,2,2,2,-1;2,3,0,1,4,-1
10;2;2,2,2,2,2,-1;2,0,3,4,1,-1
7;2;2,2,2,2,2,-1;3,2,0,4,1,-1
6;2;2,2,2,2,2,-1;3,2,4,0,1,-1
6;2;2,2,2,2,2,-1;2,3,0,1,4,-1
13;2;2,2,2,2,2,-1;2,0,3,4,1,-1
11;2;2,2,2,2,2,-1;1,2,3,0,4,-1
11;2;2,2,2,2,2,-1;2,3,1,0,4,-1
8;2;2,2,2,2,2,-1;2,3,1,4,0,-1
5;2;2,2,2,2,2,-1;4,1,3,2,0,-1
4;2;2,2,2,2,2,-1;2,3,1,0,4,-1
12;2;2,2,2,2,2,-1;4,1,3,2,0,-1
5;2;2,2,2,2,2,-1;4,3,1,2,0,-1
18;2;2,2,2,2,2,-1;2,3,0,4,1,-1
5;2;2,2,2,2,2,-1;3,2,0,4,1,-1
7;2;2,2,2,2,2,-1;0,3,2,4,1,-1
8;2;2,2,2,2,2,-1;2,3,0,4,1,-1
7;2;2,2,2,2,2,-1;3,2,4,1,0,-1
9;2;2,2,2,2,2,-1;3,2,0,1,4,-1
8;2;2,2,2,2,2,-1;3,2,0,4,1,-1
10;2;2,2,2,2,2,-1;0,3,2,4,1,-1
5;2;2,2,2,2,2,-1;0,2,3,1,4,-1
8;2;2,2,2,2,2,-1;1,3,2,0,4,-1
6;2;2,2,2,2,2,-1;4,3,0,2,1,-1
9;2;2,2,2,2,2,-1;0,3,2,4,1,-1
7;2;2,2,2,2,2,-1;2,1,3,4,0,-1
16;2;2,2,2,2,2,-1;3,2,0,1,4,-1
9;2;2,2,2,2,2,-1;2,3,4,0,1,-1
10;2;2,2,2,2,2,-1;2,3,0,1,4,-1
4;2;2,2,2,2,2,-1;2,3,0,4,1,-1
12;2;2,2,2,2,2,-1;3,2,4,0,1,-1
8;2;2,2,2,2,2,-1;3,2,0,4,1,-1
11;2;2,2,2,2,2,-1;3,2,0,4,1,-1
10;2;2,2,2,2,2,-1;2,0,3,4,1,-1
7;2;2,2,2,2,2,-1;2,1,3,0,4,-1
13;2;2,2,2,2,2,-1;3,2,4,1,0,-1
7;2;2,2,2,2,2,-1;4,3,0,2,1,-1
4;2;2,2,2,2,2,-1;4,3,0,2,1,-1
10;2;2,2,2,2,2,-1;3,2,0,4,1,-1
9;2;2,2,2,2,2,-1;2,1,3,0,4,-1
7;2;2,2,2,2,2,-1;1,3,2,4,0,-1
5;2;2,2,2,2,2,-1;0,3,2,4,1,-1
5;2;2,2,2,2,2,-1;0,3,2,4,1,-1
9;2;2,2,2,2,2,-1;1,3,2,0,4,-1
7;2;2,2,2,2,2,-1;3,2,0,4,1,-1
6;2;2,2,2,2,2,-1;2,3,0,4,1,-1
7;2;2,2,2,2,2,-1;4,0,3,2,1,-1
7;2;2,2,2,2,2,-1;3,2,0,4,1,-1
10;2;2,2,2,2,2,-1;0,4,3,2,1,-1
4;2;2,2,2,2,2,-1;2,3,0,1,4,-1
13;2;2,2,2,2,2,-1;3,2,1,0,4,-1
6;2;2,2,2,2,2,-1;4,3,0,2,1,-1
13;2;2,2,2,2,2,-1;3,2,0,4,1,-1
6;2;2,2,2,2,2,-1;2,3,0,4,1,-1
6;2;2,2,2,2,2,-1;3,2,0,1,4,-1
11;2;2,2,2,2,2,-1;2,3,0,4,1,-1
7;2;2,2,2,2,2,-1;3,2,0,4,1,-1
14;2;2,2,2,2,2,-1;3,2,0,4,1,-1
6;2;2,2,2,2,2,-1;0,3,2,1,4,-1
4;2;2,2,2,2,2,-1;4,3,0,2,1,-1
9;2;2,2,2,2,2,-1;4,3,0,2,1,-1
6;2;2,2,2,2,2,-1;3,2,0,1,4,-1
11;2;2,2,2,2,2,-1;3,2,4,0,1,-1
7;2;2,2,2,2,2,-1;2,1,3,4,0,-1
10;2;2,2,2,2,2,-1;2,3,4,0,1,-1
15;2;2,2,2,2,2,-1;1,2,3,4,0,-1
19;2;2,2,2,2,2,-1;2,3,1,4,0,-1
10;2;2,2,2,2,2,-1;2,0,3,4,1,-1
15;2;2,2,2,2,2,-1;1,3,2,0,4,-1
12;2;2,2,2,2,2,-1;2,0,3,4,1,-1
15;2;2,2,2,2,2,-1;1,2,3,4,0,-1
7;2;2,2,2,2,2,-1;3,2,1,0,4,-1
9;2;2,2,2,2,2,-1;2,3,1,0,4,-1
5;2;2,2,2,2,2,-1;0,3,2,1,4,-1
8;2;2,2,2,2,2,-1;2,0,3,4,1,-1
12;2;2,2,2,2,2,-1;3,2,4,1,0,-1
9;2;2,2,2,2,2,-1;0,2,3,1,4,-1
10;2;2,2,2,2,2,-1;3,2,0,4,1,-1
14;2;2,2,2,2,2,-1;3,2,1,0,4,-1
10;2;2,2,2,2,2,-1;0,2,3,1,4,-1
18;2;2,2,2,2,2,-1;3,2,0,1,4,-1
15;2;2,2,2,2,2,-1;0,2,3,4,1,-1
7;2;2,2,2,2,2,-1;3,0,2,1,4,-1
5;2;2,2,2,2,2,-1;3,2,0,4,1,-1
4;2;2,2,2,2,2,-1;4,3,0,2,1,-1
11;2;2,2,2,2,2,-1;3,2,0,4,1,-1
13;2;2,2,2,2,2,-1;3,2,0,4,1,-1
7;2;2,2,2,2,2,-1;2,3,0,4,1,-1
8;2;2,2,2,2,2,-1;0,3,2,1,4,-1
17;2;2,2,2,2,2,-1;1,2,3,0,4,-1
7;2;2,2,2,2,2,-1;2,1,3,0,4,-1
8;2;2,2,2,2,2,-1;3,2,0,4,1,-1
8;2;2,2,2,2,2,-1;2,0,3,1,4,-1
12;2;2,2,2,2,2,-1;3,2,1,0,4,-1
12;2;2,2,2,2,2,-1;2,3,0,1,4,-1
9;2;2,2,2,2,2,-1;2,0,3,4,1,-1
14;2;2,2,2,2,2,-1;3,2,0,1,4,-1
11;2;2,2,2,2,2,-1;3,2,1,4,0,-1
9;2;2,2,2,2,2,-1;3,2,1,4,0,-1
6;2;2,2,2,2,2,-1;2,3,0,4,1,-1
4;2;2,2,2,2,2,-1;4,1,3,2,0,-1
7;2;2,2,2,2,2,-1;4,3,2,1,0,-1
8;2;2,2,2,2,2,-1;3,2,0,1,4,-1
9;2;2,2,2,2,2,-1;4,3,2,0,1,-1
12;2;2,2,2,2,2,-1;3,2,0,4,1,-1
7;2;2,2,2,2,2,-1;3,2,1,0,4,-1
10;2;2,2,2,2,2,-1;3,2,1,4,0,-1
14;2;2,2,2,2,2,-1;0,3,2,4,1,-1
10;2;2,2,2,2,2,-1;3,2,1,0,4,-1
7;2;2,2,2,2,2,-1;2,3,0,4,1,-1
6;2;2,2,2,2,2,-1;3,2,1,0,4,-1
6;2;2,2,2,2,2,-1;0,3,2,1,4,-1
13;2;2,2,2,2,2,-1;3,2,1,4,0,-1
11;2;2,2,2,2,2,-1;2,3,1,0,4,-1
9;2;2,2,2,2,2,-1;3,2,0,4,1,-1
7;2;2,2,2,2,2,-1;3,2,0,4,1,-1
12;2;2,2,2,2,2,-1;2,1,3,0,4,-1
11;2;2,2,2,2,2,-1;1,2,3,4,0,-1
7;2;2,2,2,2,2,-1;3,2,0,1,4,-1
5;2;2,2,2,2,2,-1;4,0,3,2,1,-1
15;2;2,2,2,2,2,-1;3,2,1,0,4,-1
13;2;2,2,2,2,2,-1;2,0,3,4,1,-1
4;2;2,2,2,2,2,-1;4,1,3,2,0,-1
5;2;2,2,2,2,2,-1;2,1,3,0,4,-1
8;2;2,2,2,2,2,-1;3,2,0,4,1,-1
8;2;2,2,2,2,2,-1;2,4,3,1,0,-1
6;2;2,2,2,2,2,-1;2,3,0,4,1,-1
10;2;2,2,2,2,2,-1;3,2,0,1,4,-1
13;2;2,2,2,2,2,-1;3,2,1,4,0,-1
9;2;2,2,2,2,2,-1;3,2,0,1,4,-1
7;2;2,2,2,2,2,-1;3,2,0,4,1,-1
7;2;2,2,2,2,2,-1;2,3,4,0,1,-1
13;2;2,2,2,2,2,-1;0,3,2,4,1,-1
8;2;2,2,2,2,2,-1;1,3,2,0,4,-1
11;2;2,2,2,2,2,-1;3,2,0,1,4,-1
7;2;2,2,2,2,2,-1;4,1,3,2,0,-1
5;2;2,2,2,2,2,-1;0,3,2,1,4,-1
12;2;2,2,2,2,2,-1;2,1,3,4,0,-1
8;2;2,2,2,2,2,-1;2,1,3,0,4,-1
9;2;2,2,2,2,2,-1;2,3,4,0,1,-1
9;2;2,2,2,2,2,-1;3,2,4,0,1,-1
8;2;2,2,2,2,2,-1;3,2,4,0,1,-1
8;2;2,2,2,2,2,-1;4,0,3,2,1,-1
10;2;2,2,2,2,2,-1;0,3,2,1,4,-1
8;2;2,2,2,2,2,-1;3,2,0,4,1,-1
9;2;2,2,2,2,2,-1;3,2,1,4,0,-1
11;2;2,2,2,2,2,-1;3,0,1,2,4,-1
10;2;2,2,2,2,2,-1;1,3,2,4,0,-1
21;2;2,2,2,2,2,-1;3,2,1,4,0,-1
6;2;2,2,2,2,2,-1;3,4,2,0,1,-1
6;2;2,2,2,2,2,-1;4,0,3,2,1,-1
8;2;2,2,2,2,2,-1;3,2,0,4,1,-1
3;2;2,2,2,2,2,-1;2,3,0,1,4,-1
4;2;2,2,2,2,2,-1;2,3,0,4,1,-1
16;2;2,2,2,2,2,-1;0,3,2,4,1,-1
19;2;2,2,2,2,2,-1;1,2,3,4,0,-1
9;2;2,2,2,2,2,-1;3,2,1,0,4,-1
7;2;2,2,2,2,2,-1;2,3,4,0,1,-1
9;2;2,2,2,2,2,-1;2,0,3,4,1,-1
10;2;2,2,2,2,2,-1;3,2,0,1,4,-1
9;2;2,2,2,2,2,-1;3,2,0,4,1,-1
10;2;2,2,2,2,2,-1;2,3,4,0,1,-1
10;2;2,2,2,2,2,-1;2,3,0,1,4,-1
9;2;2,2,2,2,2,-1;2,0,3,4,1,-1
10;2;2,2,2,2,2,-1;3,2,0,4,1,-1
6;2;2,2,2,2,2,-1;4,0,3,2,1,-1
10;2;2,2,2,2,2,-1;3,2,0,4,1,-1
8;2;2,2,2,2,2,-1;3,2,0,4,1,-1
5;2;2,2,2,2,2,-1;4,1,3,2,0,-1
9;2;2,2,2,2,2,-1;2,0,3,4,1,-1
